Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	kmer_content	per_base_sequence_quality	sequence_length_distribution	Sequence length	File type	basic_statistics	per_sequence_gc_content	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
SLX-11165.ORDRC06.HFN3MBBXX.s_7.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	warn	pass	pass	50.0	Conventional base calls	pass	pass	1527032.0	pass	pass	warn	50.0	44.1948832279	SLX-11165.ORDRC06.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRC06.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	fail	49.3650782836	Sanger / Illumina 1.9	warn	pass	warn	20-50	Conventional base calls	pass	pass	1526374.0	pass	fail	warn	50.0	44.4088183398	SLX-11165.ORDRC06.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRC07.HFMVTBBXX.s_1.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	2896476.0	pass	pass	warn	46.0	25.4677656394	SLX-11165.ORDRC07.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRC07.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	fail	49.3231094135	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	2895530.0	pass	fail	warn	46.0	25.7361996012	SLX-11165.ORDRC07.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRC07.HFMVTBBXX.s_2.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	2934725.0	pass	pass	warn	46.0	24.8210260286	SLX-11165.ORDRC07.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRC07.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	fail	49.3375900019	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	2933828.0	pass	fail	warn	46.0	25.1353306479	SLX-11165.ORDRC07.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRC07.HFN3MBBXX.s_5.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3153785.0	pass	pass	warn	46.0	24.4768990912	SLX-11165.ORDRC07.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRC07.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	fail	49.3305852098	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	3152818.0	pass	fail	warn	46.0	24.7028165663	SLX-11165.ORDRC07.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRC07.HFN3MBBXX.s_6.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3252659.0	pass	pass	warn	46.0	24.1510953753	SLX-11165.ORDRC07.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRC07.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	fail	49.3389404448	Sanger / Illumina 1.9	warn	pass	warn	20-50	Conventional base calls	pass	warn	3251704.0	pass	fail	warn	46.0	24.4053540052	SLX-11165.ORDRC07.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRC07.HFN3MBBXX.s_7.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3167215.0	pass	pass	warn	46.0	24.4159264072	SLX-11165.ORDRC07.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRC07.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	fail	49.3344923547	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	3166177.0	pass	fail	warn	46.0	24.6980476477	SLX-11165.ORDRC07.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRC08.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	2519408.0	pass	pass	warn	47.0	61.1118844633	SLX-11165.ORDRC08.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRC08.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.2027059921	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2518337.0	pass	fail	warn	48.0	61.2535509276	SLX-11165.ORDRC08.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRC08.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	warn	pass	pass	50.0	Conventional base calls	pass	warn	2560594.0	pass	pass	warn	48.0	60.6501050998	SLX-11165.ORDRC08.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRC08.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.2127787087	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2559617.0	pass	fail	warn	48.0	60.8283833478	SLX-11165.ORDRC08.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRC08.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2709338.0	pass	pass	warn	47.0	61.2148283668	SLX-11165.ORDRC08.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRC08.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.2186404055	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	2708278.0	pass	fail	warn	48.0	61.3614434005	SLX-11165.ORDRC08.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRC08.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2782964.0	pass	pass	warn	47.0	61.1456983121	SLX-11165.ORDRC08.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRC08.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.2295442373	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2781930.0	pass	fail	warn	48.0	61.2923375668	SLX-11165.ORDRC08.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRC08.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2719509.0	pass	pass	warn	47.0	60.8268958056	SLX-11165.ORDRC08.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRC08.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.2223461891	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2718468.0	pass	fail	warn	48.0	60.9727167721	SLX-11165.ORDRC08.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRC09.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3041518.0	pass	pass	warn	50.0	57.8894199205	SLX-11165.ORDRC09.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRC09.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.4211929509	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	3040058.0	pass	fail	warn	50.0	58.1057047168	SLX-11165.ORDRC09.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRC09.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3092817.0	pass	pass	warn	50.0	57.489452611	SLX-11165.ORDRC09.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRC09.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.4358873918	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	3091498.0	pass	fail	warn	50.0	57.7130370646	SLX-11165.ORDRC09.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRC09.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3324938.0	pass	pass	warn	50.0	58.03997493	SLX-11165.ORDRC09.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRC09.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.4264280962	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	3323463.0	pass	fail	warn	50.0	58.205479098	SLX-11165.ORDRC09.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRC09.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3407144.0	pass	pass	warn	50.0	58.0992377749	SLX-11165.ORDRC09.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRC09.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.4350344461	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	3405751.0	pass	fail	warn	50.0	58.2719351867	SLX-11165.ORDRC09.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRC09.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3315076.0	pass	pass	warn	50.0	58.0243960939	SLX-11165.ORDRC09.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRC09.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.4309584957	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	3313630.0	pass	fail	warn	50.0	58.2114445606	SLX-11165.ORDRC09.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRC10.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3407027.0	pass	pass	warn	49.0	53.5805677618	SLX-11165.ORDRC10.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRC10.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.3855462899	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3405783.0	pass	fail	warn	49.0	53.7566356271	SLX-11165.ORDRC10.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRC10.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3464891.0	pass	pass	warn	49.0	53.2420346516	SLX-11165.ORDRC10.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRC10.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.394680903	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3463821.0	pass	fail	warn	49.0	53.4297689367	SLX-11165.ORDRC10.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRC10.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3725402.0	pass	pass	warn	48.0	53.4658799468	SLX-11165.ORDRC10.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRC10.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.3944346808	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3724135.0	pass	fail	warn	49.0	53.640229968	SLX-11165.ORDRC10.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRC10.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3839006.0	pass	pass	warn	48.0	53.6850482268	SLX-11165.ORDRC10.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRC10.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.3978523706	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3837813.0	pass	fail	warn	49.0	53.8381496114	SLX-11165.ORDRC10.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRC10.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3721640.0	pass	pass	warn	48.0	53.5059298711	SLX-11165.ORDRC10.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRC10.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.3943992691	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3720443.0	pass	fail	warn	49.0	53.6731549627	SLX-11165.ORDRC10.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRC11.HFMVTBBXX.s_1.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3339284.0	pass	pass	warn	45.0	42.9045322497	SLX-11165.ORDRC11.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRC11.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	fail	49.3535914184	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	3338124.0	pass	fail	warn	45.0	43.0803162625	SLX-11165.ORDRC11.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRC11.HFMVTBBXX.s_2.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	warn	pass	pass	50.0	Conventional base calls	pass	warn	3406889.0	pass	pass	warn	45.0	42.4731285751	SLX-11165.ORDRC11.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRC11.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	fail	49.365760376	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	3405861.0	pass	fail	warn	45.0	42.6701495791	SLX-11165.ORDRC11.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRC11.HFN3MBBXX.s_5.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3683771.0	pass	pass	warn	44.0	42.5135107962	SLX-11165.ORDRC11.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRC11.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	fail	49.3622351485	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	3682583.0	pass	fail	warn	45.0	42.6550058768	SLX-11165.ORDRC11.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRC11.HFN3MBBXX.s_6.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3772822.0	pass	pass	warn	44.0	42.2480489965	SLX-11165.ORDRC11.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRC11.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	fail	49.3704620661	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	3771733.0	pass	fail	warn	45.0	42.4205300772	SLX-11165.ORDRC11.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRC11.HFN3MBBXX.s_7.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3674555.0	pass	pass	warn	44.0	42.3538455476	SLX-11165.ORDRC11.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRC11.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	fail	49.3665556709	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	3673412.0	pass	fail	warn	45.0	42.5214472284	SLX-11165.ORDRC11.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRC12.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	warn	pass	pass	50.0	Conventional base calls	pass	pass	3021823.0	pass	pass	warn	46.0	51.8170452371	SLX-11165.ORDRC12.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRC12.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.3834990149	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3021056.0	pass	fail	warn	46.0	51.9941664302	SLX-11165.ORDRC12.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRC12.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3077360.0	pass	pass	warn	46.0	51.5840959271	SLX-11165.ORDRC12.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRC12.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.3922584827	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3076632.0	pass	fail	warn	46.0	51.7884687022	SLX-11165.ORDRC12.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRC12.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3321632.0	pass	pass	warn	46.0	51.6435620898	SLX-11165.ORDRC12.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRC12.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.3883653665	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3320775.0	pass	fail	warn	46.0	51.8058305627	SLX-11165.ORDRC12.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRC12.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3392286.0	pass	pass	warn	46.0	51.4122253318	SLX-11165.ORDRC12.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRC12.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.3949139069	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3391562.0	pass	fail	warn	46.0	51.5802146556	SLX-11165.ORDRC12.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRC12.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3304324.0	pass	pass	warn	46.0	51.2737776018	SLX-11165.ORDRC12.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRC12.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.391464112	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3303511.0	pass	fail	warn	46.0	51.4406520974	SLX-11165.ORDRC12.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRD04.HFMVTBBXX.s_1.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3342213.0	pass	pass	warn	45.0	48.6983906603	SLX-11165.ORDRD04.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRD04.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	fail	49.3875311661	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3340970.0	pass	fail	warn	45.0	48.9043677478	SLX-11165.ORDRD04.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRD04.HFMVTBBXX.s_2.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3419505.0	pass	pass	warn	45.0	48.2284180347	SLX-11165.ORDRD04.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRD04.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	fail	49.3990042628	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3418372.0	pass	fail	warn	46.0	48.4520830186	SLX-11165.ORDRD04.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRD04.HFN3MBBXX.s_5.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3625849.0	pass	pass	warn	45.0	48.3805110462	SLX-11165.ORDRD04.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRD04.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	fail	49.3938379171	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3624651.0	pass	fail	warn	45.0	48.5770187677	SLX-11165.ORDRD04.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRD04.HFN3MBBXX.s_6.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3742055.0	pass	pass	warn	45.0	48.1582344498	SLX-11165.ORDRD04.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRD04.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	fail	49.399937394	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3740853.0	pass	fail	warn	45.0	48.3613192173	SLX-11165.ORDRD04.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRD04.HFN3MBBXX.s_7.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3639199.0	pass	pass	warn	45.0	48.1480781218	SLX-11165.ORDRD04.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRD04.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	fail	49.3980357846	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3637992.0	pass	fail	warn	45.0	48.3621161439	SLX-11165.ORDRD04.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRD05.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	1217655.0	pass	pass	warn	44.0	59.6906586074	SLX-11165.ORDRD05.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRD05.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.3934058838	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	1217267.0	pass	fail	warn	44.0	59.9056039645	SLX-11165.ORDRD05.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRD05.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	1237983.0	pass	pass	warn	44.0	59.2970991895	SLX-11165.ORDRD05.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRD05.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.4044328492	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	1237669.0	pass	fail	warn	44.0	59.5561736033	SLX-11165.ORDRD05.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRD05.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	warn	pass	pass	50.0	Conventional base calls	pass	pass	1328772.0	pass	pass	warn	44.0	59.3065175633	SLX-11165.ORDRD05.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRD05.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.4000362857	Sanger / Illumina 1.9	warn	pass	warn	20-50	Conventional base calls	pass	pass	1328347.0	pass	fail	warn	44.0	59.5243186869	SLX-11165.ORDRD05.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRD05.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	warn	pass	pass	50.0	Conventional base calls	pass	pass	1371129.0	pass	pass	warn	44.0	58.9082165559	SLX-11165.ORDRD05.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRD05.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.4056024301	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	1370798.0	pass	fail	warn	44.0	59.1145263236	SLX-11165.ORDRD05.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRD05.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	warn	pass	pass	50.0	Conventional base calls	pass	pass	1334832.0	pass	pass	warn	44.0	59.112772908	SLX-11165.ORDRD05.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRD05.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.4019283425	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	1334514.0	pass	fail	warn	44.0	59.3437180156	SLX-11165.ORDRD05.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRD06.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2323771.0	pass	pass	warn	50.0	54.3495170278	SLX-11165.ORDRD06.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRD06.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.3804557551	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2322914.0	pass	fail	warn	50.0	54.5140295597	SLX-11165.ORDRD06.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
